Feature1,Feature2,Label
2.72439195101573,-1.344102007976364,1
1.9269303316314,0.9625474830292167,3
-2.6375751295726024,1.528004265306565,2
1.158293705793545,2.811923155392077,3
-0.9833879619722761,2.499577390282628,2
-0.6550223590693864,2.1535073800654794,2
2.17865816279418,1.1714675259746186,3
-1.4901887056944347,2.4053634643230004,2
-2.3134081888013043,1.6747675411359335,2
2.562754707412788,-1.4669234965017544,1
3.1143468754189323,-0.923709018853514,1
-2.090615481402494,-1.4801289376777071,0
-1.423490403173496,-2.7492523557012922,0
2.0970886098674435,2.8179372989973515,3
1.6053175090722325,2.1293081657422004,3
2.2808273123885945,2.864823588747827,3
-1.9000776572392815,2.127517699752467,2
1.6856035596609007,-2.224562831612943,1
-0.5089267867471177,3.512553256314228,2
1.4209677830827867,2.530517089784491,3
-1.4974229851023813,-2.037635711194101,0
1.3698131678904502,2.2182615331373285,3
-1.9448676796573825,-0.8190911819478004,0
-2.254307525798433,-2.411342975296452,0
3.4915899428865664,1.082472104026846,3
-2.699386104036375,1.9952051772988775,2
2.4966224450616603,-1.56048662559153,1
0.40428065972188443,-3.3612123900560293,1
2.084063969787653,2.0594778992697833,3
2.2651837196659814,-1.6463489124784547,1
-2.033498853967662,-3.8541160639980254,0
-2.271559566211483,-3.3479372499978948,0
1.6566922752743314,0.877989453935726,3
1.5507667060014831,-2.3521963946990962,1
-2.3136927419253954,-0.60940615242729,0
2.164943466232572,-1.863792609634221,1
3.1945070583555224,-0.9340950492465798,1
1.9244821932271545,2.184481889953491,3
-1.6979835509109675,-2.5440599955719647,0
-2.0597163445370024,-2.4116052052162247,0
-2.174463195497206,1.7600780080151261,2
0.9638437460796825,1.309460927826437,3
-1.4622251666175168,-3.5648076700224918,0
-1.6555767822375032,-3.542226071514043,0
1.5369936941912514,2.8590746210421836,3
1.4662073385890508,3.256731651257909,3
-2.007577742880932,-3.345191310710937,0
2.2835215767948145,4.018054575638377,3
-2.8175927727525796,1.3784481063658771,2
-0.5720444261106876,3.3674673689121395,2
2.4339806501880292,-1.6912260229593472,1
-1.7907555687305947,-1.8204424303551692,0
-2.0517183557871275,-2.8187720192300576,0
-2.0147612934519104,-1.0814609244278541,0
-1.7710791976109042,2.4597818963244444,2
-3.0746302060889663,1.6655483457974318,2
2.4910613470762057,2.8909640087978614,3
2.022409966679126,2.1144446805754997,3
-1.5791567352989313,2.4994184007353426,2
2.222711531218277,-1.8548884565920607,1
-1.758431240107858,-2.006467905449294,0
-3.4347913671900208,0.9333320251090909,2
-1.6356352298378605,2.3716763176961777,2
-2.699360596106421,2.263638402291292,2
1.8785179573533648,1.970031197581513,3
2.5139632252340047,-1.5053191402350823,1
3.4074368803314465,-0.8144533901290503,1
-1.7630724854641429,-5.799467681970848,0
2.5453741837010457,1.2206520286869402,3
1.5603167544188585,-2.340131858830549,1
-1.9078371449639797,-0.6249792085248824,0
1.0175362734067124,1.9105721920947807,3
-2.187131817893799,-0.5865084919244188,0
-1.8064332403878067,-3.795800229326054,0
1.7805783749610211,-2.150437228179505,1
-0.5770516385584632,3.195887107741089,2
-2.0689681141594343,-2.723656133221808,0
-1.689415900357282,-2.539123569372792,0
2.5236093414749874,1.3511544078697393,3
-1.4277047823936808,3.1761496689305773,2
-1.939905049991825,2.2351351085468614,2
-2.218524537541373,-2.456395770759437,0
1.1785223149187805,-2.8309407952393615,1
1.1415586164704759,-2.809943052076573,1
1.41027980101821,2.521675905747461,3
-1.8755758424160132,-1.81027737454468,0
-1.7117575103337503,-3.8174736145847468,0
-2.258941094289871,-1.2072902168696258,0
3.0858343311430967,1.0706731301916836,3
0.7216827349551633,-3.065137368157221,1
-2.3876207942700702,-1.2059093590196068,0
-1.9608381427587602,-1.4879381164723258,0
-2.402672075729612,-1.9242366976563126,0
2.12575191516389,1.612051158249864,3
3.114448213577158,2.059023015176623,3
1.9143928954033838,2.149889719601757,3
2.9321629668189177,1.4449953712902375,3
-1.8064454472790543,2.151502322100144,2
2.1177110718042425,-1.9432955232469455,1
-2.2740330203477255,-1.5755120158609182,0
0.3630281943031306,3.069051674731959,3
-2.091988844893389,-2.166231316408887,0
-1.3344440312710675,2.8014377171927363,2
2.822985299883029,-1.2548271962435242,1
-2.068637340997914,1.6703591824686226,2
1.2677708151419451,2.699710344115143,3
-3.372126576033369,1.2192612869264177,2
-2.1338930124237474,-1.1693382792800806,0
-1.395361016211564,2.3076455453751645,2
2.175894839841593,-1.8756889029863855,1
-1.8559229156548662,-4.7818182808815415,0
1.994557649732172,1.5893285377148718,3
2.137784142690514,1.2463039408886183,3
1.2783880783504524,2.728247044099734,3
2.6419566550057687,-1.4298175422637498,1
-2.1506713905555968,1.7151991344828597,2
0.5596966176338534,-3.1444588986075654,1
-0.47512667182236634,2.6640071323420287,2
-1.1345120438037017,2.7561155218453717,2
-2.3113407163807453,1.497515337945588,2
-1.4475528211631083,-3.24654836414064,0
1.5960425659009148,1.926487977003401,3
-3.0589818291735007,1.2219789504016831,2
2.035677123625245,-2.0198930015634575,1
2.5920940327385793,1.784510958145255,3
1.3188699898199834,2.0230361782859867,3
2.1789979324927478,0.6871628079330756,3
-1.9102878260896958,2.2365289254727343,2
-2.1609101348448227,2.1074621378745126,2
1.5400162317383035,2.6509431905070353,3
-1.4513114741536832,2.4477110007962706,2
-2.1653357109272666,-1.7300442619954228,0
1.2616244760629913,-2.6041133702371733,1
-2.1505091408547545,-1.1376272375005458,0
1.3892325211251422,-2.603881935438191,1
-2.378867634633343,-1.6067244320400333,0
-2.1492456198017007,-0.01994047668265253,0
1.6942763749253462,2.6124783849181594,3
3.329716207745616,0.7726768788333225,3
2.1519679435444616,1.2293410051428972,3
-2.0457414042133566,-2.951581007232216,0
2.2599915036319844,1.6195543794587448,3
1.330059316061251,-2.566403602222045,1
-2.516362299821619,-0.27176312553631554,0
1.0263452254351138,-2.8410534550774367,1
-2.3243885576176497,-3.9482760754710604,0
-3.001501102053962,0.8862994990262767,2
0.20513545827212631,-3.565916235235532,1
2.448233620511579,-1.5833401250179362,1
-2.2167774428062277,-3.0850359676094152,0
1.5448356250519526,3.2087087871038342,3
2.324044343762833,-1.7222823653234962,1
-2.4018403153244927,-2.963207740941308,0
-1.80065121871125,-2.208504206722395,0
-2.540023834200432,-1.2997309416743232,0
1.6408548963965768,2.142510879164224,3
-1.110610636083478,2.741585757174434,2
2.4801892862913886,-1.5679225914285304,1
2.1466608507889555,1.2954575897583573,3
3.062562732150557,-1.0795270510122945,1
3.910741613835755,-0.2680211221252724,1
4.096456614523618,-0.20814164590832762,1
-1.7135298048456649,-1.4217728004918473,0
-1.6895785761310067,-1.6795321489381152,0
2.8585830004948107,0.8558549713523846,3
-2.2041330912837482,-1.0540994905652155,0
-2.6961499552135715,0.7216385248469261,2
-1.613568604398357,-2.283090121843567,0
-1.162208289766634,2.7424950138900464,2
1.8851700265283253,1.0916878904603013,3
2.136455289698852,-1.831066013673466,1
1.8744317987300847,-2.0760343068676708,1
0.6119574413154933,-3.196939288441165,1
-1.8050312616700328,2.5496686128328028,2
1.3502564265069086,1.8319378485026847,3
1.622607908958416,2.0014227583603286,3
1.7077061837286986,-2.3323235839850383,1
-2.5759389783911484,1.774772636766765,2
2.2393213593098085,1.5803405288726342,3
-0.6049550358477722,3.0599402242584053,2
1.9239757278857794,-2.0255068578366835,1
-3.366899161430493,1.0707009307775215,2
-2.0996062119232453,-0.39935988837865555,0
-1.5837080797820269,2.150350521494037,2
2.330080274898986,-1.6945442650276277,1
2.5073274738026035,-1.5198548402848422,1
1.9831374496720628,1.6712376038079313,3
-1.5180030886971732,-1.216451403294505,0
-2.1202846883133315,-2.6298842112942267,0
2.5368415350549967,-1.540784677497754,1
-1.7251987516350518,2.2403507747137286,2
2.947895396204227,-1.1485915382335186,1
2.1724491409881455,2.355709263246714,3
-2.939180302580789,1.6706453065708742,2
1.5453765290317836,3.0247365058847926,3
-1.300234459253087,-3.3854896721664103,0
-2.4624021963235476,-1.0872803247913747,0
2.057121092441997,0.7950778443721773,3
3.4475892512683406,-0.688734974401402,1
-2.3354332703344394,1.500956461911824,2
-1.3357739625131386,2.663977167700058,2
1.9769727178497027,-2.0222024864765196,1
-1.0798752655426345,1.0079431059138257,0
0.7648995478668283,-3.0031046255071177,1
1.121763851114018,-2.7790102750969865,1
1.0631271836798546,2.557303565441896,3
1.3026371790469464,2.304453136577913,3
2.2379008994834044,-1.7093583573072464,1
-3.0999579023060813,1.1317791185528867,2
2.215150016650449,-1.7519980256300836,1
-1.9043762498184573,-0.5859317715301995,0
-1.3956099429348712,-1.0382473488974417,0
2.263781647228763,-1.8012093071441284,1
2.245349491759619,1.5682154724504398,3
-1.8582448580552788,-3.798917924516929,0
2.054445244743524,2.000106853539299,3
1.7317758802589762,-2.261750405295948,1
1.973354432764074,1.9343347529057229,3
-2.1556129724626425,-2.255032516937639,0
-2.371832383114388,1.1588863349295386,1
1.4739618657151907,1.935277326384974,3
1.5708645907636372,-2.3425575867459947,1
-1.0463080814726249,2.8041325139723225,2
3.8261832783730494,-0.3678517060450075,1
2.991050461786319,-1.178034155890583,1
2.560750848955636,1.9194832590997768,3
1.4553327117617554,2.0160761604764,3
1.5101441405629377,0.8582728315250194,3
2.1242459113308447,2.3754870981184486,3
1.9832407371557874,1.5248520122237816,3
2.123532251056858,-1.8069527467967634,1
-2.5574653614836307,-1.5886215802874952,0
-2.7093923033664757,1.927348774217799,2
1.9775463941669529,2.331890874485017,3
3.7210770672619935,-0.6433812233513656,1
2.5231932282079668,2.0635571378730164,3
-2.868276215331488,1.7125094733213302,2
1.4496783803322426,1.6621716860302156,3
1.2177131950890057,1.72465985172571,3
-2.3426303463748286,-3.959932286727845,0
-1.9297165793539746,-1.0269015427164963,0
2.8339864719016035,-1.2975295355423557,1
3.0172981577959277,1.6706427181804089,3
-2.036768523532135,-1.0528549912289842,0
-1.7772964204026784,-1.2141496124704023,0
2.8768359105535533,0.17559316210588483,3
-1.7880049356362027,1.9141183719759978,2
-3.3163600595031326,0.8554331861668343,2
0.7653236090631732,1.8325407245911767,3
2.6466601558785374,-1.383584268696889,1
-1.2543168101712112,3.0315578692762126,2
-3.0697834756139817,1.19244530698285,2
-2.037584488481259,-2.3494350355078604,0
-0.757951121862388,2.8890136631976424,2
2.7613825749409244,-1.3412275284630486,1
-2.246746844906238,-3.0233924262702603,0
2.5303684029311766,2.2567075530846905,3
2.750815242417084,-1.3928782988223025,1
-2.4957284034247884,1.077154610822053,2
-2.2185462134408667,-2.942583169525238,0
2.15851525344169,3.030828315183456,3
-0.4865844388909144,2.6220868734727607,2
-1.6915679932838088,-0.5547138078961167,0
-2.257109743464225,1.6918827233420788,2
2.3407827365798353,1.9062585030157035,3
2.0409443474049325,-1.9515355163300494,1
-2.5324016398302494,2.502947341851079,2
-1.906474681427325,2.2589447927342925,2
-2.177599496696753,1.9128679977706187,2
-1.6171965031864928,-1.496126654044095,0
-3.143864919347113,0.6505078221104528,2
0.6707588133585229,-3.0699208567789142,1
2.788676006846858,-1.402437739156641,1
-3.0317101676721063,1.3927417466475773,2
3.1310682852150853,-1.0043590972081202,1
-1.5176761625657833,0.6974648926336671,0
-1.2381726538809883,2.0664061733250843,2
2.6655373131815203,1.2090347485914457,3
-2.4225482010603527,1.7238889906578276,2
-2.317272963708124,-1.7146935202034177,0
2.0632683676508723,2.2131819354876847,3
4.14818020512576,-0.1624932905795038,1
-1.259360481007878,2.7247861424170248,2
1.6296373264408937,1.5299413556848882,3
-1.8680897528051483,-2.034727169825147,0
2.564713900252698,-1.5428387418447762,1
-1.8352094126264265,-1.5058851953779273,0
2.751146991175275,-1.3655081631038584,1
-1.2584949403348786,3.3322502988996456,2
-1.1491945954698304,3.071989769139087,2
0.048510604376526656,-3.7106257389549473,1
2.150942794271579,2.405454216199605,3
2.499273610622108,-1.558061067034068,1
1.885682753496648,2.2032551098412054,3
0.8835830375758043,2.3418916433586947,3
-0.27229155934867233,2.6910105743574038,2
2.452012070248775,-1.5619981912105654,1
-2.2539326201695875,-1.508076806655046,0
2.809909435211007,0.7933936189558772,3
-2.874369658566176,2.2000394131342653,2
-1.8528847631578984,2.062630749622329,2
-1.165454111220803,2.2059675041376576,2
-1.286980899072576,2.2854936655878446,2
-1.9079860912289903,-4.6124405890182825,0
3.15804312425482,-1.0112438995257291,1
3.111758630629227,-1.081224471357626,1
1.4449282457848733,3.2181858739878546,3
0.6013810395575927,2.3414431806782177,3
-1.9741550452246668,-3.543351619172912,0
0.6810655100751621,2.085190283906168,3
3.2255060361775003,1.5134389486494984,3
1.916368894121722,-2.077150489527155,1
0.8634362236271318,-2.989088176548517,1
1.1622176761637848,-2.733318883873009,1
-1.4942739253470156,2.0107309488185496,2
-1.951202251123008,-1.6215983683068322,0
-2.3905552430000965,-0.3653979212547067,0
2.3390645111722232,-1.6589692731766705,1
2.0427036435931982,2.488693416506658,3
-1.7288539505719545,2.03722370200478,2
-1.3148553124113747,2.178710401501003,2
0.16624122422470688,-3.6602587036324867,1
1.702493466864043,1.7537460957452102,3
1.1821035608311985,-2.8021682047034906,1
-1.5151429775955416,2.2162153962892703,2
-2.186649223793807,-0.6023684639567664,0
-1.4747338554237976,2.135680521212764,2
1.242822904550947,2.0939314189719664,3
2.104175301751344,2.0798615753203418,3
1.6435966287275723,-2.3452231853354086,1
-1.5361838547467896,-2.100717004609303,0
-2.3531897199442615,1.921240215870183,2
0.6860044019303164,3.0244679298108172,3
-1.4821440666308976,2.1450124267798034,2
-3.071338195539118,0.035020080258085784,0
2.152015756153995,-1.8548341276754985,1
2.1657519975277637,-1.9154920455146398,1
3.3046068369045045,1.5377530447998884,3
-2.5306153097257207,1.134304638170644,0
-2.9502617622806757,1.297122042038355,2
-1.7685182321526736,-2.5196367409082114,0
1.3390886356152087,-2.563060105866363,1
-2.3185526705103503,1.6596264595334778,2
-1.914406974940263,-1.1513349669529753,0
-2.3318216705537536,2.6306985048924485,2
-1.9919533701726277,-2.643600214265624,0
-1.9842902252706245,-0.6947804245222646,0
-3.422984992683179,0.9058801732639188,2
-2.219230801278967,-1.7148548709161013,0
2.6182147765429873,2.161992633707092,3
1.6978461859941554,-2.158989037628473,1
-1.8628865984931076,-1.9159680328179074,0
-0.5583760016997985,3.212448618715399,2
-2.4289367314216523,1.6233519179115081,2
0.7611320116703502,1.2630942316556903,3
-3.2487741336598663,1.014755655558369,2
-1.212099119471334,2.2133752453743805,2
-2.872475777657432,1.5412060733814523,2
-2.573620482955057,-0.9324852115996352,0
-2.07578072254574,-2.545540314741322,0
1.4985123769770723,2.0841559448461333,3
1.5772522549682917,2.3401756848293873,3
2.366697289994056,0.924330380336982,3
-1.563546141417125,1.3644882589471892,2
-1.2180887897508463,2.884713801139505,2
2.224062243764218,0.8496578550131679,3
2.1561928384940483,-1.860059430296686,1
-2.858090905758737,0.9822282808693181,2
-1.4019095137812507,2.4219685193743867,2
2.2183976474322806,2.6968059102015642,3
0.8136699054839862,2.05151291837522,3
-2.0347989165566687,-2.912655380114484,0
1.4718233247029713,-2.441894962592493,1
-0.838582619423992,3.5641859665263227,2
-1.9113212917755642,-4.546597112752745,0
2.0083795883641944,3.1769234639892137,3
-1.7838094107541362,0.22171252245228246,0
2.515837393736015,-1.5171205835304182,1
-1.2250426175598612,-3.005783307110786,0
1.9259396714209476,2.0562027047229012,3
-1.9298618910829168,0.23888630593342652,0
-1.9859255113129102,-1.4769975216097082,0
0.46267591562272803,-3.2713418887488372,1
-0.7513646278801631,2.9657027857565685,2
1.2954581698909038,-2.6260427603087284,1
-1.7011450739729184,-0.6996127208810947,0
-2.9171272463116886,0.8763067405536893,2
-2.8065833206157342,0.8333834099580999,2
2.720379404788007,-1.3423949759585703,1
1.0486753713779526,-2.899956549642421,1
1.2057421984606451,1.5041660425229217,3
-2.3393375504430245,1.1970139049093533,2
-2.003000950862729,-0.626090675850113,0
-0.9650625031373026,2.4758983539863673,2
0.9972970017937353,1.6021276893096112,3
-3.0165785817021247,0.9081269529144018,2
-1.7719076068385597,-1.5314835388932306,0
-1.398565975190122,-0.5583452071768968,0
-2.8374250237706615,1.1881862604613016,2
1.5044081232713071,-2.4268985028043293,1
1.014446071044491,-2.7528551723867123,1
2.6330345890563205,-1.434597164572839,1
-2.333523852042295,1.484116141507591,2
-1.659563443737933,-2.5070695534829923,0
3.3224662898664334,-0.8626467444458366,1
3.1054863839307902,-1.0438679545118417,1
-0.08710189177133798,3.7331074530490946,2
1.0274220074138403,-2.943701104803416,1
1.2182774072230103,1.004952711868364,3
1.2339210793111275,3.259451240590799,3
1.5936826898944785,1.8158344229919805,3
0.8471329229085032,2.10853550110183,3
-1.8291927301122595,-4.565818908278221,0
1.3617201952699407,1.9257696231254149,3
1.7564666851084092,2.160665355236027,3
-0.36823998321190365,2.908566642516549,2
-0.6438865936298439,3.4066026990919385,2
-2.100226761815701,2.454776797761988,2
4.046263910522685,-0.20977311662591114,1
1.6120340511627225,-2.4471669065956294,1
-2.052377017237739,-0.7332571918484101,0
2.8673026104045953,-1.2838822355122808,1
0.0853395725873154,-3.6741966503475703,1
-1.2349362623905726,2.8588832859219186,2
2.7792267766705665,0.08247904481847779,3
-2.5798207399357302,1.857496061881258,2
2.1475238649809563,2.2397696374303875,3
-1.0701673578024011,3.1144771476658084,2
-2.692492687343262,2.0061420028216435,2
0.9522697736747412,-2.9033864317701594,1
2.6950235695288614,1.4780602383641122,3
2.9352245412404,2.441129000498676,3
-1.8286777327429726,-5.710190525711477,0
-1.0775306569740468,2.6011028055396035,2
2.8869568140860484,1.1392909816062868,3
1.34767533397864,3.4654676865528886,3
1.6999432919919581,-2.210085744400348,1
-1.8958222291055986,-2.5784128493502063,0
-2.259251187979266,-2.1561218449792463,0
1.1200074376787967,-2.6918827058387955,1
2.379532774462307,2.817338007207841,3
-2.253547364597324,-1.654718288307884,0
1.199934020903075,-2.7365221342926773,1
2.860024374128603,-1.3207526099771179,1
1.3986127961107777,2.8342859163429073,3
-2.399012320530229,-0.5220739112715744,0
1.5768941330384376,-2.4457681536244635,1
1.737100051538785,-2.268816594502708,1
